imageIndex,typ,errText,errorClassCombined
3247,ELLIPSE,no solder,good
1268,ELLIPSE,Lötung,good
2762,ELLIPSE,Pin,THT Bauteil fehlt
2366,ELLIPSE,Pin,good
560,ELLIPSE,Lötung,good
1066,ELLIPSE,Lötung,THT Loetstelle offen
1408,ELLIPSE,Pin,THT Bauteil fehlt
618,ELLIPSE,Klemmträger verlötet,good
2197,ELLIPSE,Pin,good
1356,ELLIPSE,Lötung,good
2791,ELLIPSE,Lötung,THT Bauteil fehlt
5018,ELLIPSE,Pin,good
2132,ELLIPSE,Klemmträger verlötet,good
3295,ELLIPSE,no solder,good
4234,ELLIPSE,Meniskus,good
2313,ELLIPSE,Klemmträger verlötet,good
3898,ELLIPSE,Meniskus,good
2159,ELLIPSE,Meniskus,good
4249,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3228,ELLIPSE,Pin,good
1402,ELLIPSE,Pin,THT Bauteil fehlt
2354,ELLIPSE,Lötung,good
2879,ELLIPSE,Pin,good
1139,ELLIPSE,Meniskus,good
2352,ELLIPSE,Meniskus,good
3973,ELLIPSE,Meniskus,good
3801,ELLIPSE,Pin,good
1472,ELLIPSE,Meniskus,good
2025,ELLIPSE,Meniskus,good
2505,ELLIPSE,Klemmträger verlötet,good
2611,ELLIPSE,Pin,good
2298,ELLIPSE,Meniskus,good
1212,ELLIPSE,Klemmträger verlötet,good
5159,ELLIPSE,Meniskus,good
2786,ELLIPSE,Lötung,THT Bauteil fehlt
113,RECT,Lotperle,good
3072,ELLIPSE,Pin,good
1468,ELLIPSE,Lötung,good
4570,ELLIPSE,Lötung,THT Loetstelle offen
1016,ELLIPSE,Lötung,good
4061,ELLIPSE,Pin,good
4987,ELLIPSE,Pin,good
3139,ELLIPSE,Meniskus,good
3579,ELLIPSE,Meniskus,good
2724,ELLIPSE,Meniskus,THT Bauteil fehlt
5096,ELLIPSE,Klemmträger verlötet,good
2800,ELLIPSE,Lötung,THT Bauteil fehlt
3726,ELLIPSE,Meniskus,good
516,ELLIPSE,Pin,good
2070,ELLIPSE,Pin,good
4531,ELLIPSE,Lötung,THT Loetstelle offen
4577,ELLIPSE,Lötung,THT Loetstelle offen
4243,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1766,ELLIPSE,Pin,good
1266,ELLIPSE,Pin,good
3888,ELLIPSE,Pin,good
3684,ELLIPSE,Meniskus,good
5064,ELLIPSE,Meniskus,good
3132,ELLIPSE,Pin,good
2156,ELLIPSE,Klemmträger verlötet,good
5154,ELLIPSE,Pin,good
4554,ELLIPSE,Lötung,THT Loetstelle offen
2538,ELLIPSE,Lötung,good
1496,ELLIPSE,Meniskus,good
456,RECT,Lotperle,good
1781,ELLIPSE,Pin,good
3924,ELLIPSE,Pin,good
2222,ELLIPSE,Pin,good
2381,ELLIPSE,Meniskus,good
1835,ELLIPSE,Klemmträger verlötet,good
368,RECT,Lotperle,THT Loetbruecke
4614,ELLIPSE,Meniskus,THT Bauteil fehlt
2201,ELLIPSE,Meniskus,good
1045,ELLIPSE,Pin,good
3955,ELLIPSE,Pin,good
2188,ELLIPSE,Klemmträger verlötet,good
2079,ELLIPSE,Meniskus,good
1990,ELLIPSE,Lötung,good
1733,ELLIPSE,Lötung,good
4591,ELLIPSE,Meniskus,THT Bauteil fehlt
4427,ELLIPSE,Meniskus,good
323,RECT,Lotperle,THT Loetbruecke
866,ELLIPSE,Lötung,good
4685,ELLIPSE,Pin,good
1289,ELLIPSE,Meniskus,good
2930,ELLIPSE,Klemmträger verlötet,good
989,ELLIPSE,Klemmträger verlötet,good
2715,ELLIPSE,Meniskus,THT Bauteil fehlt
3102,ELLIPSE,Lötung,good
167,RECT,Lotperle,THT Loetbruecke
786,ELLIPSE,Pin,THT Bauteil liegt nicht auf
8,RECT,Lotperle,THT Loetbruecke
4386,ELLIPSE,Meniskus,good
608,ELLIPSE,Meniskus,good
10,RECT,Lotperle,THT Loetbruecke
1063,ELLIPSE,Meniskus,good
2760,ELLIPSE,Meniskus,THT Bauteil fehlt
1210,ELLIPSE,Meniskus,good
2755,ELLIPSE,Meniskus,THT Bauteil fehlt
342,RECT,Lotperle,good
1312,ELLIPSE,Pin,good
3042,ELLIPSE,Klemmträger verlötet,good
3946,ELLIPSE,Pin,good
2559,ELLIPSE,Pin,good
3713,ELLIPSE,Meniskus,good
3613,ELLIPSE,Lötung,good
2728,ELLIPSE,Pin,THT Bauteil fehlt
1767,ELLIPSE,Meniskus,good
5028,ELLIPSE,Klemmträger verlötet,good
2486,ELLIPSE,Klemmträger verlötet,good
2876,ELLIPSE,Lötung,good
4595,ELLIPSE,Pin,THT Bauteil fehlt
1466,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
3641,ELLIPSE,Pin,THT Loetstelle offen
4023,ELLIPSE,Lötung,good
4856,ELLIPSE,Klemmträger verlötet,good
2524,ELLIPSE,Meniskus,good
2137,ELLIPSE,Meniskus,good
3709,ELLIPSE,Lötung,good
1923,ELLIPSE,Klemmträger verlötet,good
2906,ELLIPSE,Meniskus,good
4860,ELLIPSE,Pin,good
2634,ELLIPSE,Meniskus,good
4223,ELLIPSE,Pin,good
1650,ELLIPSE,Lötung,good
4423,ELLIPSE,Pin,good
2320,ELLIPSE,Meniskus,good
1321,ELLIPSE,Pin,THT Bauteil liegt nicht auf
4952,ELLIPSE,Pin,THT Bauteil liegt nicht auf
332,RECT,Lotperle,THT Loetbruecke
96,RECT,Lotperle,THT Loetbruecke
1765,ELLIPSE,Pin,good
3468,ELLIPSE,Klemmträger verlötet,good
3800,ELLIPSE,Lötung,good
179,RECT,Lotperle,good
1450,ELLIPSE,Meniskus,good
2138,ELLIPSE,Pin,good
4719,ELLIPSE,Lötung,good
4681,ELLIPSE,Pin,good
2237,ELLIPSE,Klemmträger verlötet,good
3271,ELLIPSE,Pin,good
4544,ELLIPSE,Lötung,good
3530,ELLIPSE,Pin,good
4662,ELLIPSE,Lötung,good
2966,ELLIPSE,Lötung,good
1062,ELLIPSE,Meniskus,good
1808,ELLIPSE,Lötung,good
505,ELLIPSE,Pin,good
3472,ELLIPSE,Klemmträger verlötet,good
2287,ELLIPSE,Lötung,good
4339,ELLIPSE,Pin,good
666,ELLIPSE,Lötung,good
85,RECT,Lotperle,THT Loetbruecke
779,ELLIPSE,Pin,THT Bauteil liegt nicht auf
436,RECT,Meniskus,good
2934,ELLIPSE,Pin,good
1430,ELLIPSE,Lötung,good
2217,ELLIPSE,Pin,good
3853,ELLIPSE,Meniskus,good
4359,ELLIPSE,Pin,good
3051,ELLIPSE,Lötung,good
4419,ELLIPSE,Meniskus,good
2448,ELLIPSE,Pin,good
2423,ELLIPSE,Meniskus,good
2458,ELLIPSE,Klemmträger verlötet,good
1915,ELLIPSE,Klemmträger verlötet,good
2130,ELLIPSE,Lötung,good
5089,ELLIPSE,Meniskus,good
3302,ELLIPSE,no solder,good
2555,ELLIPSE,Klemmträger verlötet,good
664,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
4113,ELLIPSE,Pin,good
3307,ELLIPSE,Pin,good
4372,ELLIPSE,Pin,good
2131,ELLIPSE,Lötung,good
812,ELLIPSE,Meniskus,good
4404,ELLIPSE,Lötung,good
807,ELLIPSE,Meniskus,good
4537,ELLIPSE,Pin,good
2049,ELLIPSE,Klemmträger verlötet,good
3451,ELLIPSE,Pin,good
404,RECT,Lotperle,THT Loetbruecke
1881,ELLIPSE,Pin,good
3121,ELLIPSE,Lötung,good
1043,ELLIPSE,Pin,good
5050,ELLIPSE,Lötung,good
903,ELLIPSE,Pin,good
2068,ELLIPSE,Lötung,good
4258,ELLIPSE,Pin,good
4034,ELLIPSE,Pin,good
4354,ELLIPSE,Meniskus,good
4029,ELLIPSE,Pin,good
4520,ELLIPSE,Pin,THT Loetstelle offen
2758,ELLIPSE,Pin,THT Bauteil fehlt
4380,ELLIPSE,Pin,THT Bauteil fehlt
3205,ELLIPSE,Meniskus,good
3783,ELLIPSE,Pin,good
3002,ELLIPSE,Pin,good
3665,ELLIPSE,Meniskus,THT Loetstelle offen
194,RECT,Lotperle,good
2342,ELLIPSE,Pin,good
2290,ELLIPSE,Lötung,good
3362,ELLIPSE,Klemmträger verlötet,good
4565,ELLIPSE,Lötung,THT Loetstelle offen
4480,ELLIPSE,Pin,THT Bauteil liegt nicht auf
1485,ELLIPSE,Pin,good
2179,ELLIPSE,Pin,good
2644,ELLIPSE,Meniskus,good
1513,ELLIPSE,Meniskus,good
1483,ELLIPSE,Lötung,good
2312,ELLIPSE,Pin,good
2284,ELLIPSE,Pin,good
4197,ELLIPSE,Lötung,good
1406,ELLIPSE,Pin,THT Bauteil fehlt
3463,ELLIPSE,Klemmträger verlötet,good
3560,ELLIPSE,Pin,good
2983,ELLIPSE,Lötung,good
2010,ELLIPSE,Lötung,good
3211,ELLIPSE,Lötung,good
529,ELLIPSE,Pin,good
335,RECT,Lotperle,good
1225,ELLIPSE,Lötung,good
2146,ELLIPSE,Lötung,good
4178,ELLIPSE,Lötung,good
913,ELLIPSE,Pin,good
2327,ELLIPSE,Lötung,good
814,ELLIPSE,Pin,good
354,RECT,Lotperle,good
1734,ELLIPSE,Pin,good
3611,ELLIPSE,Pin,THT Bauteil liegt nicht auf
2243,ELLIPSE,Pin,good
1985,ELLIPSE,Pin,good
859,ELLIPSE,Lötung,good
4869,ELLIPSE,Klemmträger verlötet,good
2210,ELLIPSE,Pin,good
4394,ELLIPSE,Pin,good
2891,ELLIPSE,Pin,good
4723,ELLIPSE,Meniskus,good
1617,ELLIPSE,Pin,good
1830,ELLIPSE,Meniskus,good
2924,ELLIPSE,Klemmträger verlötet,good
2162,ELLIPSE,Klemmträger verlötet,good
545,ELLIPSE,Pin,good
525,ELLIPSE,Lötung,good
4693,ELLIPSE,Meniskus,good
2314,ELLIPSE,Lötung,good
1795,ELLIPSE,Pin,good
4788,ELLIPSE,Meniskus,good
4141,ELLIPSE,Pin,good
4374,ELLIPSE,Pin,good
317,RECT,Lotperle,THT Loetbruecke
2355,ELLIPSE,Pin,good
3321,ELLIPSE,no solder,good
1986,ELLIPSE,Pin,good
4801,ELLIPSE,Meniskus,good
940,ELLIPSE,Klemmträger verlötet,good
3043,ELLIPSE,Lötung,good
14,RECT,Lotperle,THT Loetbruecke
2106,ELLIPSE,Pin,good
2000,ELLIPSE,Meniskus,good
363,RECT,Lotperle,THT Loetbruecke
4710,ELLIPSE,Lötung,good
1741,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
3130,ELLIPSE,Meniskus,good
1068,ELLIPSE,Meniskus,THT Loetstelle offen
4626,ELLIPSE,Lötung,good
2670,ELLIPSE,Meniskus,good
3986,ELLIPSE,Meniskus,good
4352,ELLIPSE,Meniskus,good
2948,ELLIPSE,Pin,good
680,ELLIPSE,Pin,good
2912,ELLIPSE,Meniskus,good
4700,ELLIPSE,Lötung,good
4815,ELLIPSE,Klemmträger verlötet,good
1294,ELLIPSE,Lötung,good
808,ELLIPSE,Pin,good
3193,ELLIPSE,Pin,good
498,ELLIPSE,Lötung,good
3001,ELLIPSE,Meniskus,good
2952,ELLIPSE,Klemmträger verlötet,good
1507,ELLIPSE,Meniskus,good
611,ELLIPSE,Lötung,good
2870,ELLIPSE,Lötung,good
3515,ELLIPSE,no solder,good
3845,ELLIPSE,Pin,good
1553,ELLIPSE,Pin,good
3788,ELLIPSE,Lötung,good
4686,ELLIPSE,Pin,good
3562,ELLIPSE,Lötung,good
1410,ELLIPSE,Pin,THT Bauteil fehlt
3707,ELLIPSE,Meniskus,good
1404,ELLIPSE,Pin,THT Bauteil fehlt
5007,ELLIPSE,Lötung,good
4518,ELLIPSE,Lötung,THT Loetstelle offen
3469,ELLIPSE,Pin,good
3107,ELLIPSE,Lötung,good
4391,ELLIPSE,Pin,good
2014,ELLIPSE,Lötung,good
5069,ELLIPSE,Lötung,good
2267,ELLIPSE,Meniskus,good
188,RECT,Lotperle,good
1072,ELLIPSE,Lötung,good
966,ELLIPSE,Klemmträger verlötet,good
4745,ELLIPSE,Meniskus,good
1688,ELLIPSE,Pin,THT Loetstelle offen
1368,ELLIPSE,Lötung,good
645,ELLIPSE,Meniskus,good
4505,ELLIPSE,Lötung,good
2158,ELLIPSE,Pin,good
3251,ELLIPSE,Meniskus,good
2120,ELLIPSE,Lötung,good
1541,ELLIPSE,Meniskus,good
1038,ELLIPSE,Lötung,good
596,ELLIPSE,Lötung,good
4837,ELLIPSE,Meniskus,good
3920,ELLIPSE,Meniskus,good
4819,ELLIPSE,Pin,good
4487,ELLIPSE,Pin,THT Bauteil liegt nicht auf
3718,ELLIPSE,Meniskus,good
4350,ELLIPSE,Meniskus,good
3806,ELLIPSE,Pin,THT Bauteil liegt nicht auf
856,ELLIPSE,Pin,good
4402,ELLIPSE,Lötung,good
2376,ELLIPSE,Meniskus,good
3097,ELLIPSE,Meniskus,good
1972,ELLIPSE,Pin,good
3680,ELLIPSE,Pin,THT Bauteil fehlt
3326,ELLIPSE,Pin,good
1989,ELLIPSE,Lötung,good
1306,ELLIPSE,Pin,good
1478,ELLIPSE,Pin,good
4532,ELLIPSE,Meniskus,THT Loetstelle offen
651,ELLIPSE,Lötung,good
1842,ELLIPSE,Lötung,good
640,ELLIPSE,Pin,good
4738,ELLIPSE,Klemmträger verlötet,good
2018,ELLIPSE,Klemmträger verlötet,good
1545,ELLIPSE,Meniskus,good
3930,ELLIPSE,Pin,good
2548,ELLIPSE,Pin,good
