imageIndex,typ,errText,errorClassCombined
165,RECT,Lotperle,THT Loetbruecke
166,RECT,Lotperle,THT Loetbruecke
167,RECT,Lotperle,THT Loetbruecke
168,RECT,Lotperle,THT Loetbruecke
169,RECT,Lotperle,THT Loetbruecke
170,RECT,Lotperle,good
171,RECT,Lotperle,THT Loetbruecke
172,RECT,Lotperle,THT Loetbruecke
173,RECT,Lotperle,THT Loetbruecke
174,RECT,Lotperle,THT Loetbruecke
175,RECT,Lotperle,good
176,RECT,Lotperle,good
177,RECT,Lotperle,good
178,RECT,Lotperle,good
179,RECT,Lotperle,good
180,RECT,Lotperle,good
181,RECT,Lotperle,good
182,RECT,Lotperle,good
183,RECT,Lotperle,good
184,RECT,Lotperle,good
185,RECT,Lotperle,good
186,RECT,Lotperle,good
187,RECT,Lotperle,good
188,RECT,Lotperle,good
189,RECT,Lotperle,good
190,RECT,Lotperle,good
191,RECT,Lotperle,good
192,RECT,Lotperle,good
193,RECT,Lotperle,good
194,RECT,Lotperle,good
195,RECT,Lotperle,good
196,RECT,Lotperle,good
197,RECT,Lotperle,good
198,RECT,Lotperle,good
199,RECT,Lotperle,good
200,RECT,Lotperle,good
201,RECT,Lotperle,good
202,RECT,Lotperle,good
203,RECT,Lotperle,THT Loetbruecke
204,RECT,Lotperle,THT Loetbruecke
205,RECT,Lotperle,good
206,RECT,Lotperle,good
207,RECT,Lotperle,good
208,RECT,Lotperle,good
209,RECT,Lotperle,good
210,RECT,Lotperle,good
211,RECT,Lotperle,good
212,RECT,Lotperle,good
213,RECT,Lotperle,good
214,RECT,Lotperle,good
215,RECT,Lotperle,good
216,RECT,Lotperle,good
217,RECT,Lotperle,good
218,RECT,Lotperle,good
219,RECT,Lotperle,good
220,RECT,Lotperle,good
221,RECT,Lotperle,good
222,RECT,Lotperle,good
223,RECT,Lotperle,good
224,RECT,Lotperle,good
225,RECT,Lotperle,good
226,RECT,Lotperle,good
227,RECT,Lotperle,good
228,RECT,Lotperle,good
229,RECT,Lotperle,good
230,RECT,Lotperle,good
231,RECT,Lotperle,good
232,RECT,Lotperle,good
233,RECT,Lotperle,good
234,RECT,Lotperle,good
235,RECT,Lotperle,good
236,RECT,Lotperle,good
237,RECT,Lotperle,good
238,RECT,Lotperle,good
239,RECT,Lotperle,good
240,RECT,Lotperle,good
241,RECT,Lotperle,good
242,RECT,Lotperle,good
243,RECT,Lotperle,good
244,RECT,Lotperle,good
245,RECT,Lotperle,good
246,RECT,Lotperle,good
247,RECT,Lotperle,good
248,RECT,Lotperle,good
249,RECT,Lotperle,good
250,RECT,Lotperle,good
251,RECT,Lotperle,good
252,RECT,Lotperle,good
253,RECT,Lotperle,good
254,RECT,Lotperle,good
255,RECT,Lotperle,good
256,RECT,Lotperle,good
257,RECT,Lotperle,good
258,RECT,Lotperle,good
259,RECT,Lotperle,good
260,RECT,Lotperle,good
261,RECT,Lotperle,good
262,RECT,Meniskus,THT Loetstelle offen
263,RECT,Meniskus,THT Loetstelle offen
264,RECT,Lotperle,good
265,RECT,Lotperle,good
266,RECT,Lotperle,good
267,RECT,Lotperle,THT Loetbruecke
268,RECT,Lotperle,THT Loetbruecke
269,RECT,Lotperle,THT Loetbruecke
270,RECT,Lotperle,THT Loetbruecke
271,RECT,Lotperle,THT Loetbruecke
272,RECT,Lotperle,THT Loetbruecke
273,RECT,Lotperle,THT Loetbruecke
274,RECT,Lotperle,THT Loetbruecke
275,RECT,Lotperle,THT Loetbruecke
276,RECT,Lotperle,THT Loetbruecke
277,RECT,Lotperle,THT Loetbruecke
278,RECT,Lotperle,good
279,RECT,Lotperle,good
280,RECT,Lotperle,good
281,RECT,Meniskus,good
282,RECT,Meniskus,good
283,RECT,Lotperle,THT Loetbruecke
284,RECT,Lotperle,THT Loetbruecke
285,RECT,Lotperle,THT Loetbruecke
286,RECT,Lotperle,good
287,RECT,Lotperle,THT Loetbruecke
288,RECT,Lotperle,THT Loetbruecke
289,RECT,Lotperle,THT Loetbruecke
290,RECT,Lotperle,THT Loetbruecke
291,RECT,Lotperle,THT Loetbruecke
292,RECT,Lotperle,THT Loetbruecke
293,RECT,Lotperle,THT Loetbruecke
294,RECT,Lotperle,THT Loetbruecke
295,RECT,Lotperle,THT Loetbruecke
296,RECT,Lotperle,THT Loetbruecke
297,RECT,Lotperle,THT Loetbruecke
298,RECT,Lotperle,THT Loetbruecke
299,RECT,Lotperle,THT Loetbruecke
300,RECT,Lotperle,THT Loetbruecke
301,RECT,Lotperle,good
302,RECT,Lotperle,good
303,RECT,Lotperle,good
304,RECT,Lotperle,THT Loetbruecke
305,RECT,Lotperle,THT Loetbruecke
306,RECT,Lotperle,good
307,RECT,Lotperle,THT Loetbruecke
308,RECT,Lotperle,THT Loetbruecke
309,RECT,Lotperle,THT Loetbruecke
310,RECT,Lotperle,THT Loetbruecke
311,RECT,Lotperle,good
312,RECT,Lotperle,good
313,RECT,Lotperle,THT Loetbruecke
314,RECT,Lotperle,good
315,RECT,Lotperle,good
316,RECT,Lotperle,THT Loetbruecke
317,RECT,Lotperle,THT Loetbruecke
318,RECT,Lotperle,good
319,RECT,Lotperle,good
320,RECT,Lotperle,good
321,RECT,Lotperle,good
322,RECT,Lotperle,good
323,RECT,Lotperle,THT Loetbruecke
324,RECT,Lotperle,good
325,RECT,Lotperle,THT Loetbruecke
326,RECT,Lotperle,THT Loetbruecke
327,RECT,Lotperle,THT Loetbruecke
328,RECT,Lotperle,THT Loetbruecke
329,RECT,Lotperle,THT Loetbruecke
330,RECT,Lotperle,THT Loetbruecke
331,RECT,Lotperle,THT Loetbruecke
332,RECT,Lotperle,THT Loetbruecke
333,RECT,Lotperle,THT Loetbruecke
334,RECT,Lotperle,good
335,RECT,Lotperle,good
336,RECT,Lotperle,good
337,RECT,Lotperle,good
338,RECT,Lotperle,good
339,RECT,Lotperle,good
340,RECT,Lotperle,good
341,RECT,Lotperle,good
342,RECT,Lotperle,good
343,RECT,Lotperle,good
344,RECT,Lotperle,good
345,RECT,Lotperle,good
346,RECT,Lotperle,good
347,RECT,Lotperle,good
348,RECT,Lotperle,good
349,RECT,Lotperle,good
350,RECT,Lotperle,good
351,RECT,Lotperle,good
352,RECT,Lotperle,good
353,RECT,Lotperle,good
354,RECT,Lotperle,good
355,RECT,Lotperle,good
356,RECT,Lotperle,good
357,RECT,Meniskus,good
358,RECT,Lotperle,good
359,RECT,Lotperle,good
360,RECT,Lotperle,good
361,RECT,Lotperle,good
362,RECT,Lotperle,THT Loetbruecke
363,RECT,Lotperle,THT Loetbruecke
364,RECT,Lotperle,THT Loetbruecke
365,RECT,Lotperle,THT Loetbruecke
366,RECT,Lotperle,THT Loetbruecke
367,RECT,Lotperle,THT Loetbruecke
368,RECT,Lotperle,THT Loetbruecke
369,RECT,Lotperle,good
370,RECT,Lotperle,THT Loetbruecke
371,RECT,Lotperle,THT Loetbruecke
372,RECT,Lotperle,good
373,RECT,Lotperle,good
374,RECT,Lotperle,good
375,RECT,Lotperle,good
376,RECT,Lotperle,good
377,RECT,Lotperle,good
378,RECT,Lotperle,good
379,RECT,Lotperle,good
380,RECT,Lotperle,good
381,RECT,Lotperle,good
382,RECT,Lotperle,good
383,RECT,Lotperle,good
384,RECT,Lotperle,good
385,RECT,Lotperle,good
386,RECT,Lotperle,good
387,RECT,Meniskus,good
388,RECT,Lotperle,good
389,RECT,Lotperle,THT Loetbruecke
390,RECT,Lotperle,good
391,RECT,Lotperle,good
392,RECT,Lotperle,good
393,RECT,Lotperle,THT Loetbruecke
394,RECT,Lotperle,THT Loetbruecke
395,RECT,Lotperle,THT Loetbruecke
396,RECT,Lotperle,THT Loetbruecke
397,RECT,Lotperle,good
398,RECT,Meniskus,good
399,RECT,Lotperle,THT Loetbruecke
400,RECT,Lotperle,THT Loetbruecke
401,RECT,Lotperle,THT Loetbruecke
402,RECT,Lotperle,THT Loetbruecke
403,RECT,Lotperle,THT Loetbruecke
404,RECT,Lotperle,THT Loetbruecke
405,RECT,Lotperle,good
406,RECT,Meniskus,good
407,RECT,Lotperle,good
408,RECT,Lotperle,good
409,RECT,Lotperle,good
410,RECT,Lotperle,good
411,RECT,Lotperle,THT Loetbruecke
412,RECT,Lotperle,THT Loetbruecke
413,RECT,Lotperle,good
414,RECT,Lotperle,good
415,RECT,Lotperle,good
416,RECT,Lotperle,good
417,RECT,Lotperle,good
418,RECT,Lotperle,THT Loetbruecke
419,RECT,Lotperle,THT Loetbruecke
420,RECT,Lotperle,THT Loetbruecke
421,RECT,Lotperle,THT Loetbruecke
422,RECT,Lotperle,THT Loetbruecke
423,RECT,Lotperle,THT Loetbruecke
424,RECT,Lotperle,THT Loetbruecke
425,RECT,Lotperle,THT Loetbruecke
426,RECT,Lotperle,THT Loetbruecke
427,RECT,Lotperle,THT Loetbruecke
428,RECT,Lotperle,THT Loetbruecke
429,RECT,Lotperle,THT Loetbruecke
430,RECT,Lotperle,THT Loetbruecke
431,RECT,Lotperle,THT Loetbruecke
432,RECT,Lotperle,good
433,RECT,Lotperle,good
434,RECT,Lotperle,good
435,RECT,Lotperle,good
436,RECT,Meniskus,good
437,RECT,Lotperle,THT Loetbruecke
438,RECT,Lotperle,THT Loetbruecke
439,RECT,Lotperle,THT Loetbruecke
440,RECT,Lotperle,THT Loetbruecke
441,RECT,Lotperle,THT Loetbruecke
442,RECT,Lotperle,THT Loetbruecke
443,RECT,Lotperle,THT Loetbruecke
444,RECT,Lotperle,THT Loetbruecke
445,RECT,Lotperle,THT Loetbruecke
446,RECT,Lotperle,THT Loetbruecke
447,RECT,Lotperle,THT Loetbruecke
448,RECT,Lotperle,good
449,RECT,Lotperle,good
450,RECT,Lotperle,good
451,RECT,Lotperle,good
452,RECT,Lotperle,THT Loetbruecke
453,RECT,Lotperle,THT Loetbruecke
454,RECT,Lotperle,good
455,RECT,Lotperle,good
456,RECT,Lotperle,good
457,RECT,Lotperle,good
458,RECT,Lotperle,good
459,RECT,Lotperle,good
460,RECT,Lotperle,good
461,RECT,Lotperle,good
462,RECT,Lotperle,good
463,RECT,Lotperle,good
464,RECT,Lotperle,good
465,RECT,Lotperle,good
466,RECT,Lotperle,good
467,RECT,Lotperle,good
468,RECT,Lotperle,good
469,RECT,Lotperle,good
470,RECT,Lotperle,good
471,RECT,Lotperle,good
472,RECT,Lotperle,good
473,RECT,Lotperle,good
474,RECT,Lotperle,good
475,RECT,Lotperle,good
476,RECT,Lotperle,good
477,RECT,Lotperle,good
478,ELLIPSE,Pin,good
479,ELLIPSE,Pin,good
480,ELLIPSE,Lötung,good
481,ELLIPSE,Meniskus,good
482,ELLIPSE,Pin,good
483,ELLIPSE,Meniskus,good
484,ELLIPSE,Meniskus,good
485,ELLIPSE,Meniskus,good
486,ELLIPSE,Pin,good
487,ELLIPSE,Pin,good
488,ELLIPSE,Lötung,good
489,ELLIPSE,Pin,good
490,ELLIPSE,Meniskus,good
491,ELLIPSE,Lötung,good
492,ELLIPSE,Pin,good
493,ELLIPSE,Pin,good
494,ELLIPSE,Meniskus,good
495,ELLIPSE,Meniskus,good
496,ELLIPSE,Lötung,good
497,ELLIPSE,Pin,good
498,ELLIPSE,Lötung,good
499,ELLIPSE,Klemmträger verlötet,good
500,ELLIPSE,Lötung,good
501,ELLIPSE,Meniskus,good
502,ELLIPSE,Meniskus,good
503,ELLIPSE,Meniskus,good
504,ELLIPSE,Pin,good
505,ELLIPSE,Pin,good
506,ELLIPSE,Meniskus,good
507,ELLIPSE,Meniskus,good
508,ELLIPSE,Meniskus,good
509,ELLIPSE,Meniskus,good
510,ELLIPSE,Lötung,good
511,ELLIPSE,Lötung,good
512,ELLIPSE,Pin,good
513,ELLIPSE,Pin,good
514,ELLIPSE,Pin,good
515,ELLIPSE,Meniskus,good
516,ELLIPSE,Pin,good
517,ELLIPSE,Lötung,good
518,ELLIPSE,Meniskus,good
519,ELLIPSE,Meniskus,good
520,ELLIPSE,Meniskus,good
521,ELLIPSE,Pin,good
522,ELLIPSE,Lötung,good
523,ELLIPSE,Meniskus,good
524,ELLIPSE,Pin,good
525,ELLIPSE,Lötung,good
526,ELLIPSE,Lötung,good
527,ELLIPSE,Klemmträger verlötet,good
528,ELLIPSE,Meniskus,good
529,ELLIPSE,Pin,good
530,ELLIPSE,Lötung,good
531,ELLIPSE,Klemmträger verlötet,good
532,ELLIPSE,Pin,good
533,ELLIPSE,Pin,good
534,ELLIPSE,Meniskus,good
535,ELLIPSE,Pin,good
536,ELLIPSE,Meniskus,good
537,ELLIPSE,Lötung,good
538,ELLIPSE,Lötung,good
539,ELLIPSE,Meniskus,good
540,ELLIPSE,Meniskus,good
541,ELLIPSE,Lötung,good
542,ELLIPSE,Meniskus,good
543,ELLIPSE,Klemmträger verlötet,good
544,ELLIPSE,Meniskus,good
545,ELLIPSE,Pin,good
546,ELLIPSE,Lötung,good
547,ELLIPSE,Lötung,good
548,ELLIPSE,Klemmträger verlötet,good
549,ELLIPSE,Meniskus,good
550,ELLIPSE,Meniskus,good
551,ELLIPSE,Lötung,good
552,ELLIPSE,Lötung,good
553,ELLIPSE,Lötung,good
554,ELLIPSE,Meniskus,good
555,ELLIPSE,Lötung,good
556,ELLIPSE,Pin,good
557,ELLIPSE,Meniskus,good
558,ELLIPSE,Lötung,good
559,ELLIPSE,Pin,good
560,ELLIPSE,Lötung,good
561,ELLIPSE,Meniskus,good
562,ELLIPSE,Meniskus,good
563,ELLIPSE,Meniskus,good
564,ELLIPSE,Pin,good
565,ELLIPSE,Meniskus,good
566,ELLIPSE,Pin,good
567,ELLIPSE,Meniskus,good
568,ELLIPSE,Meniskus,good
569,ELLIPSE,Pin,good
570,ELLIPSE,Lötung,good
571,ELLIPSE,Meniskus,good
572,ELLIPSE,Meniskus,good
573,ELLIPSE,Pin,good
574,ELLIPSE,Pin,good
575,ELLIPSE,Klemmträger verlötet,good
576,ELLIPSE,Pin,good
577,ELLIPSE,Pin,good
578,ELLIPSE,Klemmträger verlötet,good
579,ELLIPSE,Meniskus,good
580,ELLIPSE,Meniskus,good
581,ELLIPSE,Meniskus,good
582,ELLIPSE,Klemmträger verlötet,good
583,ELLIPSE,Meniskus,good
584,ELLIPSE,Meniskus,good
585,ELLIPSE,Lötung,good
586,ELLIPSE,Lötung,good
587,ELLIPSE,Lötung,good
588,ELLIPSE,Lötung,good
589,ELLIPSE,Pin,good
590,ELLIPSE,Lötung,good
591,ELLIPSE,Lötung,good
592,ELLIPSE,Klemmträger verlötet,good
593,ELLIPSE,Pin,good
594,ELLIPSE,Pin,good
595,ELLIPSE,Lötung,good
596,ELLIPSE,Lötung,good
597,ELLIPSE,Pin,good
598,ELLIPSE,Meniskus,good
599,ELLIPSE,Lötung,good
600,ELLIPSE,Meniskus,good
601,ELLIPSE,Meniskus,good
602,ELLIPSE,Lötung,good
603,ELLIPSE,Lötung,good
604,ELLIPSE,Pin,good
605,ELLIPSE,Pin,good
606,ELLIPSE,Meniskus,good
607,ELLIPSE,Klemmträger verlötet,good
608,ELLIPSE,Meniskus,good
609,ELLIPSE,Meniskus,good
610,ELLIPSE,Meniskus,good
611,ELLIPSE,Lötung,good
612,ELLIPSE,Pin,good
613,ELLIPSE,Lötung,good
614,ELLIPSE,Meniskus,good
615,ELLIPSE,Meniskus,good
616,ELLIPSE,Meniskus,good
617,ELLIPSE,Pin,good
618,ELLIPSE,Klemmträger verlötet,good
619,ELLIPSE,Pin,good
620,ELLIPSE,Lötung,good
621,ELLIPSE,Pin,good
622,ELLIPSE,Pin,good
623,ELLIPSE,Pin,good
624,ELLIPSE,Lötung,good
625,ELLIPSE,Lötung,good
626,ELLIPSE,Klemmträger verlötet,good
627,ELLIPSE,Pin,good
628,ELLIPSE,Meniskus,good
629,ELLIPSE,Pin,good
630,ELLIPSE,Meniskus,good
631,ELLIPSE,Pin,good
632,ELLIPSE,Pin,good
633,ELLIPSE,Lötung,good
634,ELLIPSE,Meniskus,good
635,ELLIPSE,Meniskus,good
636,ELLIPSE,Lötung,good
637,ELLIPSE,Meniskus,good
638,ELLIPSE,Lötung,good
639,ELLIPSE,Lötung,good
640,ELLIPSE,Pin,good
641,ELLIPSE,Pin,good
642,ELLIPSE,Lötung,good
643,ELLIPSE,Lötung,good
644,ELLIPSE,Lötung,good
645,ELLIPSE,Meniskus,good
646,ELLIPSE,Pin,good
647,ELLIPSE,Lötung,good
648,ELLIPSE,Meniskus,good
649,ELLIPSE,Pin,good
650,ELLIPSE,Pin,good
651,ELLIPSE,Lötung,good
652,ELLIPSE,Meniskus,good
653,ELLIPSE,Pin,good
654,ELLIPSE,Pin,good
655,ELLIPSE,Lötung,good
656,ELLIPSE,Pin,good
657,ELLIPSE,Lötung,good
658,ELLIPSE,Lötung,good
659,ELLIPSE,Meniskus,THT Loetstelle offen
660,ELLIPSE,Meniskus,good
661,ELLIPSE,Meniskus,good
662,ELLIPSE,Lötung,THT Loetstelle offen
663,ELLIPSE,Pin,good
664,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
665,ELLIPSE,Pin,THT Bauteil liegt nicht auf
666,ELLIPSE,Lötung,good
667,ELLIPSE,Pin,THT Bauteil liegt nicht auf
668,ELLIPSE,Pin,good
669,ELLIPSE,Lötung,good
670,ELLIPSE,Pin,good
671,ELLIPSE,Lötung,THT Loetstelle offen
672,ELLIPSE,Meniskus,THT Loetstelle offen
673,ELLIPSE,Pin,good
674,ELLIPSE,Lötung,good
675,ELLIPSE,Lötung,THT Loetstelle offen
676,ELLIPSE,Meniskus,THT Loetstelle offen
677,ELLIPSE,Pin,good
678,ELLIPSE,Lötung,THT Loetstelle offen
679,ELLIPSE,Meniskus,THT Loetstelle offen
680,ELLIPSE,Pin,good
681,ELLIPSE,Pin,good
682,ELLIPSE,Pin,good
683,ELLIPSE,Pin,THT Bauteil liegt nicht auf
684,ELLIPSE,Pin,THT Bauteil liegt nicht auf
685,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
686,ELLIPSE,Meniskus,good
687,ELLIPSE,Meniskus,good
688,ELLIPSE,Pin,THT Bauteil liegt nicht auf
689,ELLIPSE,Pin,THT Bauteil fehlt
690,ELLIPSE,Meniskus,THT Bauteil fehlt
691,ELLIPSE,Pin,THT Bauteil fehlt
692,ELLIPSE,Meniskus,good
693,ELLIPSE,Pin,good
694,ELLIPSE,Lötung,good
695,ELLIPSE,Pin,good
696,ELLIPSE,Lötung,THT Bauteil fehlt
697,ELLIPSE,Meniskus,THT Bauteil fehlt
698,ELLIPSE,Pin,THT Bauteil fehlt
699,ELLIPSE,Meniskus,good
700,ELLIPSE,Lötung,good
701,ELLIPSE,Meniskus,good
702,ELLIPSE,Pin,THT Bauteil fehlt
703,ELLIPSE,Pin,THT Bauteil fehlt
704,ELLIPSE,Pin,THT Bauteil fehlt
705,ELLIPSE,Meniskus,THT Bauteil fehlt
706,ELLIPSE,Meniskus,good
707,ELLIPSE,Lötung,good
708,ELLIPSE,Pin,THT Bauteil fehlt
709,ELLIPSE,Meniskus,THT Bauteil fehlt
710,ELLIPSE,Lötung,good
711,ELLIPSE,Lötung,good
712,ELLIPSE,Lötung,THT Bauteil fehlt
713,ELLIPSE,Pin,THT Bauteil fehlt
714,ELLIPSE,Lötung,good
715,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
716,ELLIPSE,Pin,THT Bauteil liegt nicht auf
717,ELLIPSE,Pin,good
718,ELLIPSE,Lötung,good
719,ELLIPSE,Pin,good
720,ELLIPSE,Meniskus,good
721,ELLIPSE,Meniskus,good
722,ELLIPSE,Lötung,good
723,ELLIPSE,Lötung,good
724,ELLIPSE,Meniskus,good
725,ELLIPSE,Lötung,good
726,ELLIPSE,Lötung,THT Loetstelle offen
727,ELLIPSE,Meniskus,THT Loetstelle offen
728,ELLIPSE,Pin,good
729,ELLIPSE,Lötung,good
730,ELLIPSE,Pin,good
731,ELLIPSE,Meniskus,THT Loetstelle offen
732,ELLIPSE,Lötung,THT Loetstelle offen
733,ELLIPSE,Lötung,good
734,ELLIPSE,Pin,good
735,ELLIPSE,Lötung,good
736,ELLIPSE,Pin,good
737,ELLIPSE,Meniskus,good
738,ELLIPSE,Pin,THT Bauteil liegt nicht auf
739,ELLIPSE,Pin,good
740,ELLIPSE,Meniskus,good
741,ELLIPSE,Meniskus,good
742,ELLIPSE,Lötung,good
743,ELLIPSE,Lötung,good
744,ELLIPSE,Lötung,good
745,ELLIPSE,Lötung,good
746,ELLIPSE,Pin,good
747,ELLIPSE,Pin,good
748,ELLIPSE,Lötung,good
749,ELLIPSE,Meniskus,good
750,ELLIPSE,Meniskus,good
751,ELLIPSE,Pin,good
752,ELLIPSE,Pin,THT Bauteil liegt nicht auf
753,ELLIPSE,Pin,THT Bauteil liegt nicht auf
754,ELLIPSE,Meniskus,good
755,ELLIPSE,Meniskus,good
756,ELLIPSE,Lötung,good
757,ELLIPSE,Pin,good
758,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
759,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
760,ELLIPSE,Lötung,THT Bauteil liegt nicht auf
761,ELLIPSE,Pin,THT Bauteil liegt nicht auf
762,ELLIPSE,Lötung,good
763,ELLIPSE,Lötung,good
764,ELLIPSE,Lötung,good
765,ELLIPSE,Lötung,good
766,ELLIPSE,Pin,good
767,ELLIPSE,Lötung,good
768,ELLIPSE,Lötung,good
769,ELLIPSE,Pin,THT Bauteil liegt nicht auf
770,ELLIPSE,Pin,good
771,ELLIPSE,Pin,THT Bauteil liegt nicht auf
772,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf
773,ELLIPSE,Pin,good
774,ELLIPSE,Meniskus,good
775,ELLIPSE,Pin,good
776,ELLIPSE,Meniskus,good
777,ELLIPSE,Pin,THT Bauteil liegt nicht auf
